sid	stype	description	context	celltype	controlsra	treatmentsra	date	missingtreatmentsra	missingcontrolsra	category	platform	accession	species	ptype	drug	gene
508	CD	To identify RA-regulated genes in mSSCs, we treated mSSCs with vehicle, RA and RA plus CHX. To characterize the induced spermatogenic cells by transcriptome profiling, we cultured mSSCs on pup Sertolic cells supplemented with RA. Induced differentiating spermatogonia and induced spermatocytes were collected after a 3-day- and 6-day-induction, respectively.	gene	Testis (Mouse Spermatocytes)	GSM2043060,GSM2043061	GSM2043062,GSM2043063	2017-01-04 01:51:49			drug	GPL13112	GSE77051	Mus musculus		Retinoic Acid	
509	CD	We previously found that mice deficient in the CD susceptibility gene Nod2 develop small intestinal abnormalities including impaired mucus production by goblet cells and susceptibility to injury, which were associated with interferon-gamma producing intraepithelial lymphocytes. These abnormalities were caused by a striking expansion of a common member of the microbiota, Bacteroides vulgatus. Remarkably, infection of Nod2-deficient mice with the helminth Trichuris muris led to a TH2 response that eliminated B. vulgatus colonization and intestinal abnormalities. In addition, treatment with recombinant IL13 (rIL13) or recombinant IL4 reduced B. vulgatus levels and eliminated goblet cell defects, suggesting that type 2 cytokines alone can reverse intestinal abnormalities in the absence of helminth infection. To determine the mechanism by which type 2 cytokines protected Nod2-/- mice from intestinal abnormalities, we performed RNA-seq on small intestinal tissue from WT, Nod2-/- and rIL13 treated Nod2-/- mice. We found that rIL13 treatment induced a wound healing response characterized by M2 macrophage activation genes. Hence, type 2 cytokines can reverse inflammatory imbalances in the composition of the gut microbiota that occurs in a genetically susceptible host.	gene	Small intestine (Nod2 knockout)	GSM2027195,GSM2027196,GSM2027197,GSM2027198	GSM2027199,GSM2027200,GSM2027201,GSM2027202,GSM2027203	2017-01-04 01:51:58			drug	GPL13112	GSE76504	Mus musculus		IL-13	
510	CD	RNA-Seq was used to analyze and compare temporal TCDD-induced gene expression changes in primary human, mouse and rat B cells. Most of the differentially expressed genes exibited species-specific expression. Cross-species comparison identified 28 orthologs commonly deregulated in all 3 species. The study provides new insight into mechanisms of TCDD-induced suppression of B cell effector function.	gene	Primary B cell	GSM2138904,GSM2138910,GSM2138916	GSM2138905,GSM2138911,GSM2138917	2017-01-04 01:52:05			drug	GPL17021	GSE80953	Mus musculus		2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)	
511	CD	RNA-Seq was used to analyze and compare temporal TCDD-induced gene expression changes in primary human, mouse and rat B cells. Most of the differentially expressed genes exibited species-specific expression. Cross-species comparison identified 28 orthologs commonly deregulated in all 3 species. The study provides new insight into mechanisms of TCDD-induced suppression of B cell effector function.	gene	Primary B cell	GSM2138906,GSM2138912,GSM2138918	GSM2138907,GSM2138913,GSM2138919	2017-01-04 01:52:13			drug	GPL17021	GSE80953	Mus musculus		2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)	
512	CD	RNA-Seq was used to analyze and compare temporal TCDD-induced gene expression changes in primary human, mouse and rat B cells. Most of the differentially expressed genes exibited species-specific expression. Cross-species comparison identified 28 orthologs commonly deregulated in all 3 species. The study provides new insight into mechanisms of TCDD-induced suppression of B cell effector function.	gene	Primary B cell	GSM2138908,GSM2138914,GSM2138920	GSM2138909,GSM2138915,GSM2138921	2017-01-04 01:52:21			drug	GPL17021	GSE80953	Mus musculus		2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)	
513	CD	This study uses spiked-in transcript in order to compares various bioinformatics approaches and tools to assemble, quantify abundance and detect differentially expressed transcripts using RNA-Seq data. Mouse total RNA seq was extracted from embryonic stem cells (ES) before (designated as day 0) and four days after the addition of retinoic acid. 48 spikes were made in vitro from plasmid constructs and added to the total RNA in different concentrations (each mix has a set of different spike concentrations, see paper's method). We found that detection of differential expression at the gene level is acceptable, yet on the transcript-isofom level all tools tested were lacking accuracy and precision.	gene	Embryonic Stem Cells	GSM1846074,GSM1846075,GSM1846076,GSM1846077,GSM1846078,GSM1846079,GSM1846080,GSM1846081	GSM1846082,GSM1846083,GSM1846084,GSM1846085,GSM1846086,GSM1846087,GSM1846088,GSM1846089	2017-01-04 01:52:30			drug	GPL17021	GSE71802	Mus musculus		Retinoic Acid	
514	CD	We evaluate the effects of chronic administration of antipsychotic haloperidol versus placebo in male, 8-week old, C57BL/6J mice.	gene	Striatum	GSM1655231,GSM1655233,GSM1655237,GSM1655242,GSM1655244,GSM1655247,GSM1655250,GSM1655253,GSM1655258,GSM1655263,GSM1655266,GSM1655271	GSM1655234,GSM1655236,GSM1655239,GSM1655241,GSM1655246,GSM1655249,GSM1655252,GSM1655255,GSM1655257,GSM1655260,GSM1655262,GSM1655265,GSM1655267,GSM1655269,GSM1655272,GSM1655274	2017-01-04 01:52:45			drug	GPL13112	GSE67750	Mus musculus		Haloperidol	
515	CD		gene	Oviduct epithelial cell line	GSM1642519,GSM1642522,GSM1642525	GSM1642520,GSM1642523,GSM1642526	2017-01-04 01:52:50			drug		GSE67207	Mus musculus		17-betaestradiol	
516	CD		gene	Oviduct epithelial cell line	GSM1642519,GSM1642522,GSM1642525	GSM1642521,GSM1642524,GSM1642527	2017-01-04 01:52:54			drug		GSE67207	Mus musculus		4-hydroxytamoxifen	
517	CD	Alas2 gene encodes the rate-limiting enzyme in heme biosynthesis. CRISPR/Cas9-mediated ablation of two Alas2 intronic cis-elements strongly reduced GATA-1-induced Alas2 transcription, heme biosynthesis, and GATA-1 regulation of other vital constituents of the erythroid cell transcriptome. Bypassing Alas2 function in Alas2 cis-element-mutant (double mutant) cells by providing its catalytic product 5-aminolevulinic acid (5-ALA) rescued heme biosynthesis and the GATA-1-dependent genetic network. We discovered a GATA factor- and heme-dependent circuit that establishes the erythroid cell transcriptome.	gene	G1E-ER-GATA-1 cells	GSM1919041,GSM1919042,GSM1919043	GSM1919044,GSM1919045,GSM1919046	2017-01-04 01:53:02			drug	GPL13112	GSE74371	Mus musculus		Estradiol	
518	CD	Normal mice were injected i.p. with LPS or saline. 24h later, perfused brains were dissociated. Cells were fixed, immunolabeled and FACS sorted. RNA was extracted from neuron, astrocyte, and microglial cell populations. Typical RIN=4-5 for neurons, 6-8 for astrocytes, and 5-7 for microglia. Typical RNA yields ~100ng for neurons, ~20ng for microglia, and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen's RNA-Seq method for low-input RNA samples, Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions, total RNA was neither depleted of rRNA nor polyA-selected.) 1 μg of sheared cDNA was taken into further processing, starting at end repair step, using Illumina's TruSeq RNA Sample Preparation Kit v2 (Illumina). The "SAMID" sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentech's ExpressionPlot database is PRJ0005404	gene	Neuron	GSM1947170,GSM1947171,GSM1947175,GSM1947183,GSM1947189	GSM1947164,GSM1947180,GSM1947184,GSM1947187,GSM1947188	2017-01-04 01:53:08			drug	GPL17021	GSE75246	Mus musculus		LPS	
519	CD	Normal mice were injected i.p. with LPS or saline. 24h later, perfused brains were dissociated. Cells were fixed, immunolabeled and FACS sorted. RNA was extracted from neuron, astrocyte, and microglial cell populations. Typical RIN=4-5 for neurons, 6-8 for astrocytes, and 5-7 for microglia. Typical RNA yields ~100ng for neurons, ~20ng for microglia, and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen's RNA-Seq method for low-input RNA samples, Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions, total RNA was neither depleted of rRNA nor polyA-selected.) 1 μg of sheared cDNA was taken into further processing, starting at end repair step, using Illumina's TruSeq RNA Sample Preparation Kit v2 (Illumina). The "SAMID" sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentech's ExpressionPlot database is PRJ0005404	gene	Microglia	GSM1947165,GSM1947166,GSM1947172,GSM1947176,GSM1947185	GSM1947162,GSM1947169,GSM1947179,GSM1947181,GSM1947186	2017-01-04 01:53:15			drug	GPL17021	GSE75246	Mus musculus		LPS	
520	CD	Normal mice were injected i.p. with LPS or saline. 24h later, perfused brains were dissociated. Cells were fixed, immunolabeled and FACS sorted. RNA was extracted from neuron, astrocyte, and microglial cell populations. Typical RIN=4-5 for neurons, 6-8 for astrocytes, and 5-7 for microglia. Typical RNA yields ~100ng for neurons, ~20ng for microglia, and ~10ng for astrocytes. cDNA was generated from up to 25 ng of total RNA using Nugen's RNA-Seq method for low-input RNA samples, Ovation RNA-Seq System V2 (NuGEN). (Per manufacturers instructions, total RNA was neither depleted of rRNA nor polyA-selected.) 1 μg of sheared cDNA was taken into further processing, starting at end repair step, using Illumina's TruSeq RNA Sample Preparation Kit v2 (Illumina). The "SAMID" sample characteristic is a sample identifier internal to Genentech. The ID of this project in Genentech's ExpressionPlot database is PRJ0005404	gene	Astrocyte	GSM1947167,GSM1947173,GSM1947177	GSM1947168,GSM1947178,GSM1947182,GSM1947190	2017-01-04 01:53:20			drug	GPL17021	GSE75246	Mus musculus		LPS	
521	CD	We used RNA-Seq to detail the global program of sexually dimorphic dexamethasone regulated gene expression in embryonic hypothalamic neural progenitor/stem cells.	gene	Embryonic hypothalamic progenitor/stem cells - Male	GSM1622371,GSM1622379,GSM1622381	GSM1622370,GSM1622378,GSM1622380	2017-01-04 01:53:25			drug	GPL17021	GSE55113	Mus musculus		Dexamethasone	
522	CD	We used RNA-Seq to detail the global program of sexually dimorphic dexamethasone regulated gene expression in embryonic hypothalamic neural progenitor/stem cells.	gene	Embryonic hypothalamic progenitor/stem cells - Female	GSM1622373,GSM1622375,GSM1622377	GSM1622372,GSM1622374,GSM1622376	2017-01-04 01:53:29			drug	GPL17021	GSE55113	Mus musculus		Dexamethasone	
523	CD	The striatal protein Regulator of G protein signaling-2 (RGS9-2) plays a key modulatory role in opioid, monoamine and other GPCR responses. Here, we use the murine spared-nerve injury model of neuropathic pain to investigate the mechanism by which RGS9-2 in the nucleus accumbens (NAc), a brain region involved in mood reward and motivation, modulates the actions of tricyclic antidepressants (TCAs). Prevention of RGS9-2 action in the NAc increases the efficacy of the TCA desipramine and dramatically accelerates its onset of action. By controlling the activation of effector molecules by G protein a and bg subunits, RGS9-2 affects several protein interactions, phosphoprotein levels, and the function of the epigenetic modifier histone deacetylase 5 (HDAC5), that are important for TCA responsiveness. Furthermore, information from RNA-seq analysis reveals that RGS9-2 in the NAc affects the expression of many genes known to be involved in nociception, analgesia and antidepressant drug actions. Our findings provide novel information on NAc-specific cellular mechanisms that mediate the actions of TCAs in neuropathic pain states.	gene	Brain - Nucleus accumbens	GSM1836269,GSM1836270,GSM1836271	GSM1836263,GSM1836264,GSM1836265	2017-01-04 01:53:34			drug	GPL13112	GSE71527	Mus musculus		Desipramine	
524	CD	The striatal protein Regulator of G protein signaling-2 (RGS9-2) plays a key modulatory role in opioid, monoamine and other GPCR responses. Here, we use the murine spared-nerve injury model of neuropathic pain to investigate the mechanism by which RGS9-2 in the nucleus accumbens (NAc), a brain region involved in mood reward and motivation, modulates the actions of tricyclic antidepressants (TCAs). Prevention of RGS9-2 action in the NAc increases the efficacy of the TCA desipramine and dramatically accelerates its onset of action. By controlling the activation of effector molecules by G protein a and bg subunits, RGS9-2 affects several protein interactions, phosphoprotein levels, and the function of the epigenetic modifier histone deacetylase 5 (HDAC5), that are important for TCA responsiveness. Furthermore, information from RNA-seq analysis reveals that RGS9-2 in the NAc affects the expression of many genes known to be involved in nociception, analgesia and antidepressant drug actions. Our findings provide novel information on NAc-specific cellular mechanisms that mediate the actions of TCAs in neuropathic pain states.	gene	Brain - Nucleus accumbens	GSM1836266,GSM1836267,GSM1836268	GSM1836263,GSM1836264,GSM1836265	2017-01-04 01:53:38			drug	GPL13112	GSE71527	Mus musculus		Desipramine	
525	CD	The striatal protein Regulator of G protein signaling-2 (RGS9-2) plays a key modulatory role in opioid, monoamine and other GPCR responses. Here, we use the murine spared-nerve injury model of neuropathic pain to investigate the mechanism by which RGS9-2 in the nucleus accumbens (NAc), a brain region involved in mood reward and motivation, modulates the actions of tricyclic antidepressants (TCAs). Prevention of RGS9-2 action in the NAc increases the efficacy of the TCA desipramine and dramatically accelerates its onset of action. By controlling the activation of effector molecules by G protein a and bg subunits, RGS9-2 affects several protein interactions, phosphoprotein levels, and the function of the epigenetic modifier histone deacetylase 5 (HDAC5), that are important for TCA responsiveness. Furthermore, information from RNA-seq analysis reveals that RGS9-2 in the NAc affects the expression of many genes known to be involved in nociception, analgesia and antidepressant drug actions. Our findings provide novel information on NAc-specific cellular mechanisms that mediate the actions of TCAs in neuropathic pain states.	gene	Brain - Nucleus accumbens (Rgs9 KO)	GSM1836260,GSM1836261,GSM1836262	GSM1836254,GSM1836255,GSM1836256	2017-01-04 01:53:42			drug	GPL13112	GSE71527	Mus musculus		Desipramine	
526	CD	The striatal protein Regulator of G protein signaling-2 (RGS9-2) plays a key modulatory role in opioid, monoamine and other GPCR responses. Here, we use the murine spared-nerve injury model of neuropathic pain to investigate the mechanism by which RGS9-2 in the nucleus accumbens (NAc), a brain region involved in mood reward and motivation, modulates the actions of tricyclic antidepressants (TCAs). Prevention of RGS9-2 action in the NAc increases the efficacy of the TCA desipramine and dramatically accelerates its onset of action. By controlling the activation of effector molecules by G protein a and bg subunits, RGS9-2 affects several protein interactions, phosphoprotein levels, and the function of the epigenetic modifier histone deacetylase 5 (HDAC5), that are important for TCA responsiveness. Furthermore, information from RNA-seq analysis reveals that RGS9-2 in the NAc affects the expression of many genes known to be involved in nociception, analgesia and antidepressant drug actions. Our findings provide novel information on NAc-specific cellular mechanisms that mediate the actions of TCAs in neuropathic pain states.	gene	Brain - Nucleus accumbens (Rgs9 KO)	GSM1836257,GSM1836258,GSM1836259	GSM1836254,GSM1836255,GSM1836256	2017-01-04 01:53:46			drug	GPL13112	GSE71527	Mus musculus		Desipramine	
527	CD	Through the analysis of mouse liver tumours promoted by distinct routes (DEN exposure alone DEN exposure plus non-genotoxic insult with phenobarbital and non-alcoholic fatty liver disease); we report that the cancer associated hyper-methylated CGI events in mice are also predicated by silent promoters that are enriched for both the DNA modification 5-hydroxymethylcytosine (5hmC) and the histone modification H3K27me3 in normal liver. During cancer progression these CGIs undergo hypo-hydroxymethylation prior to subsequent hyper-methylation; whilst retaining H3K27me3. A similar loss of promoter-core 5hmC is observed in Tet1 deficient mouse livers indicating that reduced Tet1 binding at CGIs may be responsible for the epigenetic dysregulation observed during hepatocarcinogenesis. Consistent with this reduced Tet1 protein levels are observed in mouse liver tumour lesions. As in human DNA methylation changes at CGIs do not appear to be direct drivers of hepatocellular carcinoma progression in mice. Instead dynamic changes in H3K27me3 promoter deposition are strongly associated with tumour-specific activation and repression of transcription. Our data suggests that loss of promoter associated 5hmC in diverse liver tumours licences DNA methylation reprogramming at silent CGIs during cancer progression.	gene	Liver	GSM2057961,GSM2057962	GSM2057965,GSM2057966,GSM2057967	2017-01-04 01:59:23			disease	GPL17021	GSE77729	Mus musculus	Tumour		
528	CD	Influenza A virus (IAV) infection causes an acute respiratory disease characterized by a strong inflammatory immune response and severe immunopathology. Pro-inflammatory mechanisms are well described in the murine IAV infection model, but less is known about the mechanisms leading to the resolution of inflammation. Here, we analyzed the contribution of monocytic myeloid-derived suppressor cells (mono-MDSC) to this process. An accumulation of mono-MDSC within the lungs was observed during the course of IAV infection and phenotypic characterization of these mono-MDSC by flow cytometry and RNA-Seq revealed an activated phenotype showing both pro- and anti-inflammatory features, including the expression of iNOS by a fraction of cells in an IFN-g-dependent manner. Mono-MDSC isolated from lungs of IAV-infected animals displayed suppressive activity when tested in vitro, and iNOS inhibitors could abrogate this suppressive activity. Collectively, our data suggest that during IAV infection monocytes can differentiate into mono-MDSC, which might contribute to the prevention of immunopathology during this life-threatening disease.	gene	Spleen (Monocytic myeloid-derived suppressor cells)	GSM1533486,GSM1533487,GSM1533488	GSM1533483,GSM1533484,GSM1533485	2017-01-04 01:59:28			disease	GPL17021	GSE62795	Mus musculus	Acute respiratory disease (Inf		
529	CD	Aging and increased amyloid burden are major risk factors for cognitive diseases such as Alzheimers Disease (AD). An effective therapy does not yet exist. Here we use mouse models for age-associated memory impairment and amyloid deposition to study transcriptome and cell type-specific epigenome plasticity at the systems level in the brain and in peripheral organs. We show that at the level of epigenetic gene-expression aging and amyloid pathology are associated with inflammation and impaired synaptic function in the hippocampal CA1 region. While inflammation is associated with increased gene-expression that is linked to a subset of transcription factors de-regulation of plasticity genes is mediated via different mechanisms in the amyloid and the aging model. Amyloid pathology impairs histone-acetylation and decreases expression of plasticity genes while aging affects differential splicing that is linked to altered H4K12 acetylation at the intron-exon junction in neurons but not in non-neuronal cells. We furthermore show that oral administration of the clinically approved histone deacetylase inhibitor Vorinostat not only restores spatial memory but also exhibits an anti-inflammatory action and reinstates epigenetic balance and transcriptional homeostasis at the level of gene expression and exon usage. This is the first systems-level investigation of transcriptome plasticity in the hippocampal CA1 region in aging and AD models and of the effects of an orally dosed histone deacetylase inhibitor. Our data has important implications for the development of minimally invasive and cost-effective therapeutic strategies against age-associated cognitive decline. In fact our data strongly suggest to test Vorinostat in patients suffering from AD.)	gene	Hippocampus (CA1 subregion)	GSM1560991,GSM1560992,GSM1560993,GSM1560994,GSM1560995,GSM1560996	GSM1561005,GSM1561006,GSM1561007,GSM1561008,GSM1561009,GSM1561010	2017-01-04 01:59:37			disease	GPL13112	GSE63943	Mus musculus	Alzheimer's Disease (mouse mod	SAHA	
530	CD	Retinitis pigmentosa (RP) is a photoreceptor disease that affects approximately 100 000 people in the United States. There are currently very limited treatment options and the prognosis for most patients is progressive vision loss. Unfortunately the understanding of the molecular underpinnings of RP initiation and progression is still poorly understood. However the development of animal models of RP coupled with high-throughput sequencing has provided an opportunity to study the underlying cellular and molecular changes of this disease. Using RNA-Seq we present the first retinal transcriptome analysis of the rd10 murine model of retinal degeneration.	gene	Retina	GSM1362143,GSM1362144,GSM1362145	GSM1362146,GSM1362147,GSM1362148	2017-01-04 01:59:41			disease	GPL13112	GSE56473	Mus musculus	Retinitis pigmentosa		
531	CD	Proximal spinal muscular atrophy (SMA) is an early onset autosomal recessive motor neuron disease caused by loss of or mutation in SMN1 (survival motor neuron 1). Despite understanding the genetic basis underlying this disease it is still not known why motor neurons (MNs) are selectively affected by the loss of the ubiquitously expressed SMN protein. Using a mouse embryonic stem cell (mESC) model for severe SMA the RNA transcript profiles (transcriptomes) between control and severe SMA (SMN2+/+;mSmn-/-) mESC-derived MNs were compared in this study using massively parallel RNA sequencing (RNA-Seq). The MN differentiation efficiencies between control and severe SMA mESCs were similar. RNA-Seq analysis identified 3094 upregulated and 6964 downregulated transcripts in SMA mESC-derived MNs when compared against control cells. Pathway and network analysis of the differentially expressed RNA transcripts showed that pluripotency and cell proliferation transcripts were significantly increased in SMA MNs while transcripts related to neuronal development and activity were reduced. The differential expression of selected transcripts such as Crabp1 Crabp2 and Nkx2.2 was validated in a second mESC model for SMA as well as in the spinal cords of low copy SMN2 severe SMA mice. Furthermore the levels of these selected transcripts were restored in high copy SMN2 rescue mouse spinal cords when compared against low copy SMN2 severe SMA mice. These findings suggest that SMN deficiency affects processes critical for normal development and maintenance of MNs.	gene	Motor neurons	GSM1358335,GSM1358336,GSM1358337	GSM1358338,GSM1358339,GSM1358340	2017-01-04 01:59:45			disease	GPL17021	GSE56284	Mus musculus	Spinal muscular atrophy		
532	CD	Recently attenuated Semliki Forest virus vector VA7 completely eliminated type I interferon (IFN) unresponsive human U87 glioma xenografts while IFN responsive mouse GL261 and CT-2A gliomas proved refractory to the oncolytic virotherapy. Here we describe in two clones of a well established Balb/c mouse tumor cell line CT26 murine colon carcinoma diametrically opposed IFN responsiveness and sensitivity to oncolytic virus. Both CT26WT and CT26LacZ clones secreted biologically active type I IFN in vitro upon infection but virus replication was self-limiting only in CT26WT cells. Total transcriptome sequencing (RNA-Seq) and western blotting experiments revealed that in sharp contrast to CT26LacZ cells CT26WT cells had strong constitutive expression of 56 different genes associated with pattern recognition and type I interferon signaling pathways spanning two reported anti-RNA virus gene signatures and22 genes that have been reported to have direct anti-Alphaviral activity. Correspondingly only CT26LacZ tumors were infectable in vivo resulting in rapid central necrosis of the\\\\xe5\\\\xca tumors by 96 hours post infection and complete tumor eradication both in immunocompetent and in SCID mice. CT26LacZ tumor eradication by oncolysis induced 100% protective immunity against homologous CT26LacZ challenge but only 50% protection against heterologous CT26WT challenge indicating LacZ immune dominance over shared antigens. We believe the two clone CT26 system\\\\xe5\\\\xca described herein constitutes a challenging yet realistic model for clonally and immunologically heterogeneous cancer where a strong therapy efficacy bias toward sensitive tumor subpopulations might falsely predict therapeutic success on a broad patient scale highlighting the necessity of successful pre-screening for responsive tumors.	gene	CT26 tumor cell line	GSM1280019,GSM1280020	GSM1280021,GSM1280022	2017-01-04 01:59:48			disease	GPL13112	GSE53001	Mus musculus	Colorectal carcinoma		
533	CD	Recently attenuated Semliki Forest virus vector VA7 completely eliminated type I interferon (IFN) unresponsive human U87 glioma xenografts while IFN responsive mouse GL261 and CT-2A gliomas proved refractory to the oncolytic virotherapy. Here we describe in two clones of a well established Balb/c mouse tumor cell line CT26 murine colon carcinoma diametrically opposed IFN responsiveness and sensitivity to oncolytic virus. Both CT26WT and CT26LacZ clones secreted biologically active type I IFN in vitro upon infection but virus replication was self-limiting only in CT26WT cells. Total transcriptome sequencing (RNA-Seq) and western blotting experiments revealed that in sharp contrast to CT26LacZ cells CT26WT cells had strong constitutive expression of 56 different genes associated with pattern recognition and type I interferon signaling pathways spanning two reported anti-RNA virus gene signatures and22 genes that have been reported to have direct anti-Alphaviral activity. Correspondingly only CT26LacZ tumors were infectable in vivo resulting in rapid central necrosis of the\\\\xe5\\\\xca tumors by 96 hours post infection and complete tumor eradication both in immunocompetent and in SCID mice. CT26LacZ tumor eradication by oncolysis induced 100% protective immunity against homologous CT26LacZ challenge but only 50% protection against heterologous CT26WT challenge indicating LacZ immune dominance over shared antigens. We believe the two clone CT26 system\\\\xe5\\\\xca described herein constitutes a challenging yet realistic model for clonally and immunologically heterogeneous cancer where a strong therapy efficacy bias toward sensitive tumor subpopulations might falsely predict therapeutic success on a broad patient scale highlighting the necessity of successful pre-screening for responsive tumors.	gene	CT26LacZ tumor cell line	GSM1280023,GSM1280024	GSM1280025,GSM1280026	2017-01-04 01:59:51			disease	GPL13112	GSE53001	Mus musculus	Colorectal carcinoma		
534	CD	The preferential localization of some neoplasms such as serrated polyps in specific areas of the intestine suggests that non-genetic factors may be important for their development. To test this hypothesis we took advantage of transgenic mice that expressed HB-EGF throughout the intestine but develop serrated polyps only in the cecum. Here we show that a host-specific microbiome was associated with serrated polyps and that alterations of the microbiota induced by antibiotic treatment or by embryo-transfer rederivation markedly inhibited the formation of serrated polyps in the cecum. Mechanistically development of serrated polyps was associated with a local decrease in epithelial barrier-function bacterial invasion production of antimicrobials and increased expression of several inflammatory factors such as IL-17 Cxcl2 Tnf-\\\\xeb\\\\xb1 and IL-1. Increased number of neutrophils were found within the serrated polyps and their depletion significantly reduced polyp growth. Together these results indicate that non-genetic factors contribute to the development of serrated polyps and suggest that the development of these intestinal neoplasms in the cecum is driven by the interplay between genetic changes in the host an inflammatory response and a host-specific microbiota.	gene	Cecum	GSM1155642,GSM1155644,GSM1155646	GSM1155643,GSM1155645,GSM1155647	2017-01-04 01:59:56			disease	GPL13112	GSE47735	Mus musculus	SERRATED POLYP		
535	CD	We report tramscriptome perturbations in MNs and WM of SMA mouse prior to first morphological and biochemical synaptic defects	gene	Motor Neurons	GSM1251746,GSM1251747,GSM1251750,GSM1251751	GSM1251748,GSM1251749,GSM1251752,GSM1251753	2017-01-04 02:00:01			disease	GPL13112	GSE51735	Mus musculus	Spinal muscular atrophy		
536	CD	The purpose of this study is to investigate the transcriptional programs as it relates to disease latency initiated by different MLL fusion proteins, including: MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 and MLL-ENL. Leukemia cell lines were established by transforming kit+ mouse bone marrow cells with retroviruses coding MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 or MLL-ENL. At early phase after the cell lines were established, cells growing at exponential phase (cell density at 0.5~1x106/ml) were harvested for RNA extraction and sequencing purpose.          	gene	MLL-AF1p cell line	GSM1894174,GSM1894175	GSM1894176,GSM1894177	2017-01-04 02:00:07			disease	GPL13112	GSE73457	Mus musculus	Leukemia		
537	CD	The purpose of this study is to investigate the transcriptional programs as it relates to disease latency initiated by different MLL fusion proteins, including: MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 and MLL-ENL. Leukemia cell lines were established by transforming kit+ mouse bone marrow cells with retroviruses coding MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 or MLL-ENL. At early phase after the cell lines were established, cells growing at exponential phase (cell density at 0.5~1x106/ml) were harvested for RNA extraction and sequencing purpose.          	gene	MLL-AF6 cell line	GSM1894174,GSM1894175	GSM1894178,GSM1894179	2017-01-04 02:00:10			disease	GPL13112	GSE73457	Mus musculus	Leukemia		
538	CD	The purpose of this study is to investigate the transcriptional programs as it relates to disease latency initiated by different MLL fusion proteins, including: MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 and MLL-ENL. Leukemia cell lines were established by transforming kit+ mouse bone marrow cells with retroviruses coding MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 or MLL-ENL. At early phase after the cell lines were established, cells growing at exponential phase (cell density at 0.5~1x106/ml) were harvested for RNA extraction and sequencing purpose.          	gene	MLL-AF9 cell line	GSM1894174,GSM1894175	GSM1894180,GSM1894181	2017-01-04 02:00:13			disease	GPL13112	GSE73457	Mus musculus	Leukemia		
539	CD	The purpose of this study is to investigate the transcriptional programs as it relates to disease latency initiated by different MLL fusion proteins, including: MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 and MLL-ENL. Leukemia cell lines were established by transforming kit+ mouse bone marrow cells with retroviruses coding MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 or MLL-ENL. At early phase after the cell lines were established, cells growing at exponential phase (cell density at 0.5~1x106/ml) were harvested for RNA extraction and sequencing purpose.          	gene	MLL-ENL cell line	GSM1894174,GSM1894175	GSM1894182,GSM1894183	2017-01-04 02:00:17			disease	GPL13112	GSE73457	Mus musculus	Leukemia		
540	CD	The purpose of this study is to investigate the transcriptional programs as it relates to disease latency initiated by different MLL fusion proteins, including: MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 and MLL-ENL. Leukemia cell lines were established by transforming kit+ mouse bone marrow cells with retroviruses coding MLL-AF1p, MLL-AF6, MLL-Gas7, MLL-AF9 or MLL-ENL. At early phase after the cell lines were established, cells growing at exponential phase (cell density at 0.5~1x106/ml) were harvested for RNA extraction and sequencing purpose.          	gene	Mll-Gas7 cell line	GSM1894174,GSM1894175	GSM1894184,GSM1894185	2017-01-04 02:00:20			disease	GPL13112	GSE73457	Mus musculus	Leukemia		
